id,title
2011-04/ason-kdc041511,Kidney disease coupled with heart disease common problem in elderly
2011-04/bmj-esl040611,Epileptic seizures linked to significant risk of subsequent brain tumor
2011-04/bmj-ild042611,IPF lung disease numbers are rising quickly to become a significant cause of mortality in UK
2011-04/bmj-lpb041911,Long-term poverty but not family instability affects children's cognitive development
2011-04/cu-abi040611,Antibiotic-resistant bacteria in Indian public water supply
2011-04/cums-rvr040411,Relationship violence reported by young women linked to overly controlling male partner
2011-04/f-sf-spb040511,Starting periods before the age of 10 increases risk of lung complaints in future
2011-04/gumc-ias042311,Investigational agent shows promise in reducing spread of prostate cancer
2011-04/iaft-nlc033111,"New lung cancer staging system (TNM 7) better predicts local/regional recurrence, study shows"
2011-04/iaft-sir033111,"Soy increases radiation's ability to kill lung cancer cells, study shows"
2011-04/icl-ism041911,"Immigrant screening misses majority of imported latent TB, finds study"
2011-04/jhmi-cml041211,"Closely monitoring low-risk prostate cancer, with biopsy, does not raise risk of death"
2011-04/jhmi-tt9041411,"Targeting top 911 callers can trim cost, improve patient care"
2011-04/jotn-trt040111,Tumors resistant to radiation therapy may be controlled by the MET oncogene
2011-04/l-nmb040511,NDM-1-positive multidrug-resistant bacteria found in public water supplies and urban effluent in New Delhi suggesting NDM-1 is widespread in the environment
2011-04/l-tei041111,"The enormous, invisible toll of stillbirths in low-income and middle-income countries"
2011-04/mc-cis040811,Challenges in stemming the spread of resistant bacteria in intensive care
2011-04/nch-sis042911,Study identifies second gene associated with specific congenital heart defects
2011-04/nci-doc040711,Distribution of cancers in the HIV/AIDS population is shifting
2011-04/ohs-ocf040711,Ovarian cancer finding may be a 'win-win' for at-risk women who wish to have a family
2011-04/osu-pal041411,Polluted air leads to disease by promoting widespread inflammation
2011-04/plos-cac040111,Comprehensive approach can improve clinical care of Kenyan children
2011-04/plos-eop040111,Effects of pneumococcal vaccination program on pneumococcal carriage and invasive disease
2011-04/rc-scl041911,Study confirms link between breast implants and rare form of cancer
2011-04/s-mp041111,Managing pain -- a family affair
2011-04/slu-snp041511,SLU neurosurgeon pushes brain bypass to new heights
2011-04/smu-san042711,"Study: Antibiotics, not surgery, may better treat appendicitis if appendix hasn't burst"
2011-04/sri-srs042811,Scripps Research scientists create new genetic model of premature aging diseases
2011-04/tes-vdd042611,Vitamin D deficiency is associated with different types of obesity in black and white children
2011-04/uobc-odd041511,Overdose deaths down 35 percent after opening of Vancouver's supervised injection site: UBC-BC-CfE study
2011-04/uoc--edi041411,Experimental drug inhibits cell signaling pathway and slows ovarian cancer growth
2011-04/uoc--fna040611,"Frailty not a factor in adverse drug reactions among seniors, study finds"
2011-04/uocm-sa033111,Stronger alcohol 'buzz' predicts future binge drinking problems
2011-04/uomh-uep040111,U-M experts: Parents trust doctors most when it comes to information about vaccine safety
2011-04/uonc-ubd040411,Underage binge drinking can create lasting brain changes
2011-04/uorm-vdm042611,Vitamin D may help explain racial differences in blood pressure
2011-04/uosc-fab040411,Freeway air bad for mouse brain
2011-04/uosf-mbw041511,Minorities born with heart defects at higher risk of dying in early childhood than whites
2011-04/uouh-sfp040811,Scientists find potential benefit of hypericin for recurrent brain tumors
2011-04/uow-dtm040511,Diabetes treatment may also provide protection against endometrial cancer
2011-04/w-bas040411,Better a sprint than a marathon: Brief intense exercise better than endurance training for CVD
2011-04/w-hbv042711,Hepatitis B virus reemerges with long-term nucleoside analog treatment
2011-04/w-imr040711,Increased mortality rates seen in chronic hepatitis C patients with pre-cirrhotic advanced fibrosis
2011-04/w-soh042711,Severity of hepatitis C and HIV co-infection in mothers contribute to HCV transmission to child
2011-04/wsw-nth040411,New tool helps surgeons predict patients' risk of complications after bariatric operations
2011-04/wt-ctr042711,Clinical trial recommends new antibiotic for treating typhoid in low income countries
2011-05/aafc-rds042811,Racial disparities still exist in colorectal cancer screening despite increased Medicare coverage
2011-05/aaon-pot042611,Packing on the pounds in middle age linked to dementia
2011-05/aaon-vdl051711,Vitamin D levels low in African-Americans with multiple sclerosis
2011-05/aaoo-frp042211,FATE results prove to be useful in end-of-life care
2011-05/aga-ccs050411,Childhood cancer survivors are at increased risk for ongoing post-therapy GI complications
2011-05/aha-hfr051911,Heart failure risk lower in women who often eat baked/broiled fish
2011-05/aha-omc052311,"Omega-3 may cut risk of artery disease, heart attacks for patients with stents"
2011-05/asu-hss052311,"H1N1 study shows closing schools, other measures effective"
2011-05/bawh-hls051011,Human lung stem cell discovered
2011-05/bmj-fid050411,Fall in deaths related to child abuse suggests improvement in child protection services
2011-05/bumc-dhi052011,Diet high in vegetables and fruit associated with less weight gain in African-American women
2011-05/chop-fpc051111,"For puzzling childhood immune disorder, gene research opens door to first diagnostic test"
2011-05/ciot-crh051911,Caltech research helps paraplegic man stand and move legs voluntarily
2011-05/cums-cai051711,Cockroach allergens in homes associated with prevalence of childhood asthma in some neighborhoods
2011-05/cums-tab050211,Traveler's alert: Business travel linked to obesity and poor health
2011-05/e-com050511,Can one model the social deficits of autism and schizophrenia in animals?
2011-05/esoh-1ei050911,15 eggs is the perfect number needed to achieve a live birth after IVF
2011-05/fhcr-lmt052511,Losing more than 15 percent of body weight significantly boosts vitamin D levels in overweight women
2011-05/gumc-mbr050311,"Most blacks report calling a friend, not 911, when facing the symptoms of a stroke"
2011-05/hsop-cmr051311,Coffee may reduce risk of lethal prostate cancer in men
2011-05/jhmi-sac050511,Short antibiotic courses safer for breathing-tube infections in children
2011-05/jotn-dr051711,DNA repair system affects colon cancer recurrence and survival
2011-05/jotn-eol051611,End of life care for cancer patients differs in US and Canada
2011-05/kp-bsb052411,Diabetes can be predicted 7 years before pregnancy with blood sugar and body weight
2011-05/kp-eoc051811,"Extremely obese children have higher prevalence of psoriasis, higher heart disease risk"
2011-05/lu-rob053011,Risk of blood clots in veins hereditary
2011-05/modf-ron052311,"Risk of newborn death cut in half when pregancy lasts 39 weeks, new research finds"
2011-05/ohs-svi051211,"States vary in children's health, gaps exist in insurance, quality care across sectors"
2011-05/osu-uff052311,Used football faceshields are susceptible to breaking on impact
2011-05/plos-hss042711,How should systematic reviews consider evidence on harms?
2011-05/plos-loe042711,Limitations of evidence base for prescribing aripiprazole in maintenance therapy of bipolar disorder
2011-05/plos-msh051711,Medical students have substantial exposure to pharmaceutical industry marketing
2011-05/plos-sia051111,Significant inverse association between public spending on health and pandemic influenza mortality
2011-05/plos-tha052511,Threshold hemoglobin and mortality in people with stable coronary disease
2011-05/rc-daw051011,Depression associated with poor medication adherence in patients with chronic illnesses
2011-05/s-nra052611,Nuclear radiation affects baby gender
2011-05/sri-srs053111,Scripps Research scientists find key mechanism in transition to alcohol dependence
2011-05/sumc-dp050911,"Digestive problems early in life may increase risk for depression, Stanford study suggests"
2011-05/uoa-uoa050411,U of A study finds ways to help end dry mouth in cancer patients
2011-05/uoaa-sim051811,Study identifies more cost-effective immune suppressant for transplants
2011-05/uoac-ssp051711,Study shows pharmacies' software systems miss potentially dangerous interactions
2011-05/uoc--pms051911,"Paraplegic man stands, steps with assistance and moves his legs voluntarily"
2011-05/uoc--wws052411,Women who start prenatal vitamins early are less likely to have children with autism
2011-05/uocm-csa050411,Cigarette smoking and arsenic exposure: A deadly combination
2011-05/uocm-ilt050211,Insomnia linked to high insulin resistance in diabetics
2011-05/uol-pwm052711,People with mental illness have higher mortality after heart attacks but receive inferior care
2011-05/uom-efs051211,"Expectant fathers should receive prenatal care, support, study finds"
2011-05/uomh-cci051911,"Curcumin compound improves effectiveness of head and neck cancer treatment, U-M study finds"
2011-05/uomh-dfc050511,"DNA from common stomach bacteria minimizes effects of colitis, U-M study says"
2011-05/uomh-kwb053111,"Kids who bully, are aggressive are twice as likely to have sleep problems"
2011-05/uonc-noi052311,"Nearly 1 in 5 young adults has high blood pressure, study shows"
2011-05/usmc-dmf042911,"Dual medications for depression increases costs, side effects with no benefit  to patients"
2011-05/vu-wpw052411,Why people with schizophrenia may have trouble reading social cues
2011-05/w-aaw051711,African-Americans with SLE more responsive to flu vaccine than patients of European descent
2011-05/w-atp051811,Access to personal medical records increases satisfaction among new cancer patients
2011-05/w-dtb051211,Deer tick bacteria DNA in joint fluid not reliable marker of active lyme arthritis
2011-05/w-loe051211,Lack of exercise linked to higher heart disease risk in healthy children as young as 9
2011-05/w-mnd050911,Most nurses don't use recommended intramuscular injection site despite potential risks
2011-05/w-uhb051611,US home births increase 20 percent from 2004 to 2008
2011-05/w-ydp051611,Younger doctors prescribe more drugs to reduce heart risk but offer less lifestyle advice
2011-05/wfbm-htf053111,HbA1C test for glucose monitoring poorly predictive in dialysis patients
2011-06/aafc-ptw062211,Patients treated with sunitinib and sorafenib respond to flu vaccine
2011-06/aaon-pwp_1060111,"People with Parkinson's disease may have double the risk for melanoma, a dangerous skin cancer"
2011-06/aha-csh062211,Coordinated system helps heart attack patients get treatment faster
2011-06/aha-ir062011,"'Motivational' interviews reduce depression, increase survival after stroke"
2011-06/aha-mwp061611,Millions with peripheral artery disease not getting vital medications
2011-06/aha-sso060111,"Size, strength of heart's right side differs by age, gender, race/ethnicity"
2011-06/asu-rre060211,Research reveals effectiveness of seizure treatments for children with autism
2011-06/bawh-dog063011,Discovery of genetic mutations better diagnose myelodysplastic syndromes
2011-06/bidm-sei060611,Study examines impact of Massachusetts health law on emergency department visits
2011-06/bmj-dfm062811,Drink-fueled memory blackouts among students predict future injury risk
2011-06/bmj-oep062811,Outpatient electronic prescribing systems don't cut out common mistakes
2011-06/bmj-oia062711,Obesity is a killer in nonsmoking women
2011-06/bmj-sah061511,Sharing anonymized hospital data prevents violence
2011-06/byu-mio062111,Marriage improves odds of surviving colon cancer
2011-06/chb-gfv061311,Guidelines for ventilator use help premature infants breathe easier
2011-06/crf-fty061311,Final 3 year results from the landmark HORIZONS-AMI trial published in the Lancet
2011-06/cums-hmu061611,"How many US deaths are caused by poverty, low levels of education and other social factors?"
2011-06/dai-nhi061711,No healing in a vacuum
2011-06/haog-tdi061711,Tapeworm drug inhibits colon cancer metastasis
2011-06/icl-3ma062311,350 million adults have diabetes: Study reveals the scale of global epidemic
2011-06/jhmi-sgo062311,Slow growth of childhood brain tumors linked to genetic process seen in skin moles
2011-06/jhmi-sli062311,Study: Long-term inhaled corticosteroid use increases fracture risk in lung disease patients
2011-06/jotn-bec061411,Barrett's esophagus carries lower risk of malignancy than previously reported
2011-06/jotn-wof062711,Worse outcomes for older breast cancer patients with other health problems
2011-06/labr-acc061811,Adulterated cocaine causing serious skin reactions
2011-06/mu-lgi060811,Lifelong gap in health between rich and poor set by age 20
2011-06/nyph-jsp061411,JAMA study points to patient safety risks outside hospital walls
2011-06/nyph-nlt061611,Low testosterone linked to varicoceles
2011-06/nyph-nsn062211,NEJM study: New drug represents breakthrough in treatment of hepatitis C
2011-06/ohs-iuo060811,Immediate use of an IUD following abortion more likely to prevent unintended pregnancies
2011-06/qu-fdt061611,First diagnostic test for hereditary children's disease
2011-06/sonm-ntf062911,New therapy for childhood neuroblastoma proves feasible and safe
2011-06/sumc-ctl060811,"Childhood trauma linked to higher rates of mental health problems, Stanford/Packard finds"
2011-06/sumc-mcm062311,"Menthol cigarettes marketed in 'predatory' pattern, Stanford study shows"
2011-06/tes-ddm062911,Diabetes drug may prevent or delay development of polycystic ovary syndrome
2011-06/tuhs-bvi060911,B vitamins in mother's diet reduce colorectal cancer risk in offspring
2011-06/tum-rta061611,Radionuclide treatment against small tumors and metastases
2011-06/tum-sds060811,Sport doctors say non-alcoholic wheat beer boosts athletes' health
2011-06/uoc--cu061011,"'1-stop' clinic ups mental health, social work visits for veterans"
2011-06/uocm-pwb060111,Patients with bowel disease eager to test 'fecal' therapy
2011-06/uol-gme062011,GPs missing early dementia -- new study
2011-06/uol-wnd062811,Will new drugs block hepatitis C virus in its tracks?
2011-06/uom-tcc060611,Tai chi could be key to overcoming cognitive effects of chemotherapy
2011-06/uosc-uas060711,"USC: Active social, spiritual and physical life helps prevent health decline in seniors"
2011-06/uosf-chw062311,Community health worker interventions improve rates of US mammography screening
2011-06/usmc-dsi062411,"Drug shows improved kidney function for type 2 diabetics, UT Southwestern researchers report"
2011-06/usmc-hdo060111,"Higher doses of radiation in fewer treatments proved safe, effective for low-risk prostate cancer"
2011-06/w-apf062011,Anti-smoking policies for adults also reduce kids' smoking
2011-06/w-cay061611,"Children as young as 10 vomit to lose weight, with highest rates in boys"
2011-06/w-dam060911,Deaths and major morbidity from asbestos-related diseases in Asia likely to surge in next 20 years
2011-06/w-noa060111,Noisy operations associated with increased  infections after surgery
2011-06/w-ois062911,Osteoarthritis incidence significantly higher among US military personnel
2011-06/w-pcc062011,Poorly coordinated care doubled risk of drug and medical errors in 7 countries
2011-07/aafc-tac071211,Trastuzumab and chemotherapy improved survival in HER2-postive breast and brain cancer patients
2011-07/aaon-pbh070511,Poor bone health may start early in people with multiple sclerosis
2011-07/acor-pir062911,PACS improves radiologists' use of clinical decision support systems
2011-07/acor-sas070111,Self-referral: A significant factor in imaging growth
2011-07/afot-taj070511,Those aching joints could be in your genes
2011-07/aha-rst070611,Regional system to cool cardiac arrest patients improves outcomes
2011-07/aha-vcl071811,Vascular changes linked to dementia
2011-07/ats-htm071911,Heartburn treatment may extend survival in IPF patients
2011-07/babs-ndt071111,New discovery throws light on blood pressure regulation
2011-07/bmj-coi072511,Concern over intensive treatment for patients with Type 2 diabetes
2011-07/bmj-cot071811,"Conscientious objection to any procedure doctor's right, say medical students"
2011-07/bmj-cts070811,Climbing the social ladder seems to lessen high blood pressure risk
2011-07/bmj-sfl070111,Sitting for long periods doubles risk of blood clots in the lungs
2011-07/bumc-ssa070111,Study shows answers for treating obesity-related diseases may reside in fat tissue
2011-07/dai-chd071411,Coronary heart disease goes unrecognized
2011-07/e-aui072611,Adrenaline use in cardiac arrest
2011-07/hfhs-shd070711,Study: Hypoallergenic dogs not less allergic than other dogs
2011-07/hfss-ato070811,Arthroscopic treatment of common hip problem improves range of motion
2011-07/s-eef070111,Earlier exit from hospital after hip operation
2011-07/s-taf071311,Talking about faith increases hospital patients' overall satisfaction
2011-07/smh-as071211,A 'nutty' solution to type 2 diabetes management
2011-07/tes-fci072611,Fructose consumption increases risk factors for heart disease
2011-07/uoc--nap070611,Nearly all patients with high-grade bladder cancer do not receive guideline-recommended care
2011-07/uoe-dfp071211,"Diesel fumes pose risk to heart as well as lungs, study shows"
2011-07/uom-lhs071111,"Large human study links phthalates, BPA and thyroid hormone levels"
2011-07/uom-scb071411,Study challenges baby formula claim
2011-07/uom-uca062911,Urban children are healthier commuters than rural teens
2011-07/uomh-cwp071511,Children with public health insurance less likely to receive comprehensive primary care
2011-07/uomh-rrf070511,"Radiation rates for breast cancer may be underestimated, U-M study finds"
2011-07/uosc-url070511,USC researchers link genetic marker to rectal cancer treatment
2011-07/uow-iap070811,Indoor air pollution linked to cardiovascular risk
2011-07/w-aul070611,An unhealthy lifestyle is associated with sexual dysfunction
2011-07/w-ecf072511,Excluding children from discussions about their hospital care causes unnecessary distress
2011-07/w-gps072611,Gout prevalence swells in US over last 2 decades
2011-07/wfbm-pod072511,Predictors of dying suddenly versus surviving heart attack identified
2011-07/wsu--sos071211,"Severity of spinal cord injury has no impact on how adults rate their health, WSU research finds"
2011-08/aaon-cdm072611,Cholesterol-lowering drugs may help prevent recurrent strokes in younger people
2011-08/aaoo-cts080811,Carpal tunnel syndrome patients prefer to share decision-making with their physicians
2011-08/aeco-lot072811,Lifestyles of the old and healthy defy expectations
2011-08/afot-ta081011,Taking a 'shine' to heart repair
2011-08/aha-dlt080811,Depression linked to increased risk of stroke in women
2011-08/aha-mnr080211,More neurology residents comfortable using stroke clot-busting drug
2011-08/aha-nhs081811,New heart scan may speed up diagnosis with less radiation
2011-08/aha-sei072911,Some exercise is better than none; more is better to reduce heart disease risk
2011-08/ason-msm081711,Metabolic syndrome may cause kidney disease
2011-08/bmj-bfo082311,Being female or less affluent still linked to early death in cystic fibrosis
2011-08/bmj-nrs081611,New risk score spots patients at high risk of serious blood clots
2011-08/bumc-bic081511,BU identifies contributors to high incidence of breast cancer  in African-American women
2011-08/cu-wsa082511,Workplace stress a growing health hazard
2011-08/dumc-ssa080511,Study shows ability of new agent to prevent strokes in patients with atrial fibrillation
2011-08/e-gro082211,Good ruminations or bad ruminations in the depressed brain?
2011-08/e-sd083111,Stressed dad = depressed children? Investigating the paternal transmission of stress
2011-08/esoc-io082811,It's official -- chocolate linked to heart health
2011-08/esoc-rft082811,Results from the 17-country PURE study
2011-08/ghri-cih080611,Common irregular heartbeat raises risk of dementia
2011-08/giot-fiv080911,First in vitro study of tricuspid valve mechanics uncovers causes for leakage
2011-08/hfhs-ppe080811,"Prenatal pet exposure, delivery mode, race are key factors in early allergy risk"
2011-08/icl-ssl081211,Study sheds light on late phase of asthma attacks
2011-08/iof-nir080211,New IOF-ISCD review clarifies the use of FRAX in clinical practice
2011-08/jhmi-iac072911,Indoor air cleaners ease asthma symptoms in children living with smokers
2011-08/jhmi-ybp080511,Young black patients on kidney dialysis do much worse -- not better -- than white counterparts
2011-08/jotn-toa081811,Toxicity of aromatase inhibitors may explain lack of overall survival improvement
2011-08/kp-sfe072711,Study finds exposure to magnetic fields in pregnancy increases asthma risk
2011-08/mc-mcf072811,"Mayo Clinic finds new bacterium causing tick-borne illness ehrlichiosis in Wis., Minn."
2011-08/mc-mcf082611,Mayo Clinic finds genetic variation that protects against Parkinson's disease
2011-08/mgh-pss080211,Pilot study suggests new approach to treat preeclampsia
2011-08/nci-csi081211,Cigarette smoking implicated in half of bladder cancers in women
2011-08/nyu-ofd081011,"Odds for detecting HIV varies by method, new study finds"
2011-08/ohri-wlc082611,World's largest cardiac arrest trial shows longer initial paramedic CPR provides no benefit
2011-08/plos-dri082511,Death rates in newborns remain shockingly high in Africa and India
2011-08/plos-mpd082511,Mobile phone data help track populations during disasters
2011-08/qmuo-nre081111,New research explains how estrogen could help protect women from cardiovascular disease
2011-08/uoa--mae081911,Metformin and exercise combination less effective for glucose control
2011-08/uoc--lss082611,Lower socioeconomic status linked with heart disease despite improvements in other risk factor
2011-08/uoc--swc082211,Smokers with comorbid conditions need help from their doctor to quit
2011-08/uoca-cbb080811,Cancer biomarker -- detectable by blood test -- could improve prostate cancer detection
2011-08/uoca-med072511,Mold exposure during infancy increases asthma risk
2011-08/uoca-rsh082511,Research shows heat in chili peppers can ease sinus problems
2011-08/uoh-vcm083011,Vitamin C may be beneficial for asthmatic children
2011-08/uom-lvd081011,Low vitamin D linked to earlier first menstruation
2011-08/uomh-snb080511,"Sentinel node biopsy safe, effective in head and neck melanomas, U-M study finds"
2011-08/uomh-uoc081011,Use of CT scans in emergency rooms increased 330 percent in 12 years
2011-08/uops-ttr081511,Triple therapy regime puts patients with leukemic form of cutaneous lymphoma in remission
2011-08/uowo-bdc081211,Better diagnostics could reduce risky surgery for asymptomatic carotid stenosis
2011-08/w-arp082211,Achieving realistic physical activity goals benefits RA patients
2011-08/w-djo080411,Drinking just 1 measure of spirits increases the risk of acute pancreatitis
2011-08/w-irs080811,Improved radical surgery techniques provide positive outcomes for bladder cancer patients
2011-08/w-lts080111,Licence to smoke: Taking vitamin pills may undermine motivation to reduce smoking
2011-08/w-ric082211,Radioembolization improves chance of survival for liver cancer patients
2011-08/w-ssp082211,Saffron shows promise in preventing liver cancer
2011-08/w-wai081211,WTC attacks increase subsequent firefighter retirements
2011-08/wuso-dnb081611,Device no better than cheaper alternatives for preventing intraoperative awareness
2011-09/acor-cca090611,Concurrent chemo and radiation therepy improves long-term survival for inoperable stage III lung cancer
2011-09/aeco-ctf092011,Continued treatment for lupus may boost survival of those patients with end-stage kidney disease
2011-09/aeco-wtc090111,World Trade Center-exposed NYC firefighters face increased cancer risk
2011-09/afot-ieg090811,Is estrogen going to your head?
2011-09/aga-nei091911,Negative emotions influence brain activity during anticipation and experience of pain
2011-09/aha-hlh090811,Healthy lifestyle habits lower heart failure risk
2011-09/ats-vdd092211,Vitamin D deficiency linked with airway changes in children with severe asthma
2011-09/bmj-ypa091411,Yellow patches around eyelids predict risk of heart problems
2011-09/cchm-noc091311,"Number of children poisoned by medication rising dramatically, study says"
2011-09/dumc-glw091211,Gene linked with death after coronary bypass surgery
2011-09/iu-scs091411,"Study: Campus smoking ban reduced students' smoking, changed attitudes"
2011-09/jhmi-pcc092811,Popular colorectal cancer drug may cause permanent nerve damage
2011-09/jhmi-rdn090211,Researchers develop new way to predict heart transplant survival
2011-09/kp-ihc090211,Integrated health care delivery system and electronic health records support medication adherence
2011-09/l-ssw090111,Study shows World Trade Center-exposed NYC firefighters are 19% more likely to have cancer than
2011-09/lm-wtt091511,When ticks transmit dangerous pathogens
2011-09/lu-uis090611,Ultrasound improves stem cell transplants
2011-09/mc-fnh090711,"Flaxseed no help for hot flashes during breast cancer or menopause, study finds"
2011-09/mc-sae090211,Simulation an effective way to train health-care professionals
2011-09/msu-mvs092611,Modified vaccine shows promise in preventing malaria
2011-09/nch-nai090611,Neonatal and infant feeding disorders program saves infants from lifetime of feeding tubes
2011-09/nyph-ea092011,Early antiretroviral therapy for HIV shown cost-effective
2011-09/osu-bpd091911,Blood pressure drugs may lengthen lives of melanoma patients
2011-09/osu-pia092711,Pediatricians in Appalachia less likely to recommend HPV vaccine
2011-09/plos-lai091411,Living alone is associated with an increased risk of alcohol-related deaths
2011-09/plos-oda083111,One drink a day may be related to good overall health in women when older
2011-09/plos-uob083111,Use of bednets to prevent malaria saves African children's lives
2011-09/qmuo-aiw092911,Academic issues warning on schoolboy rugby
2011-09/rc-aam092211,"Atypical antipsychotics may aid symptons for some off-label uses, but not others"
2011-09/rumc-lvb091911,"Low vitamin B12 levels may lead to brain shrinkage, cognitive problems"
2011-09/rumc-soa082911,Signs of aging may be linked to undetected blocked brain blood vessels
2011-09/si-fpi091211,First proof in patients of an improved 'magic bullet' for cancer detection and radio-therapy
2011-09/sjcr-krg091911,Key regulatory genes often amplified in aggressive childhood tumor of the brainstem
2011-09/uoc--ehb092711,Even high-but-normal blood pressure elevates stroke risk
2011-09/uoca-piv090811,"Physicians in varying specialties endure similar levels of mental effort, stress"
2011-09/uocm-nmf091511,New model for treatment of obsessive-compulsive disorder created
2011-09/uog-gbr090611,Gastric bypass reduces blood pressure
2011-09/uog-sda091911,Stress drives alcoholics' children to drink
2011-09/uom-sfp092911,"Study finds promising drug treatment for improving language, social function in people with autism"
2011-09/uomh-paa091911,Parents' anxiety about newborn screening results does not lead to increased health care use
2011-09/uonc-nsa092211,New study adds further guidance on when to start antiretroviral therapy for HIV
2011-09/w-foc092111,Fear of childbirth increases likelihood of C-section
2011-09/w-iml091911,Infant mortality linked to subsequent risk of stillbirth finds new US study
2011-09/w-pfs092811,"Parents feel shock, anxiety and the need to protect  children with genital ambiguity"
2011-09/w-ppf091211,Psoriasis patients face higher than average death risk after a heart attack
2011-09/w-smc091311,Some memory complaints in the elderly may be warning signs of cognitive problems
2011-09/w-stc092611,Stronger tobacco control policy in the Netherlands would save thousands of lives
2011-09/wfbm-bsc092711,Blood sugar control beyond standard target doesn't improve cognitive decline for diabetics
2011-09/wfbm-rfo091211,Researchers focus on secondary stroke prevention after study reveals room for improvement
2011-09/wuso-mfa092611,Marker for Alzheimer's disease rises during day and falls with sleep
2011-10/aga-pcs101211,Pain characteristics suggest higher benefit from gallbladder surgery
2011-10/aha-icm102011,Insomnia could moderately raise your heart attack risk
2011-10/aha-lro100611,Laser removal of heart device wires safe for older patients
2011-10/bc-frf101811,First results from Phase 3 trial show malaria vaccine candidate reduces the risk of malaria
2011-10/bmj-cmb101111,Certain mouth bacteria signal pancreatic cancer
2011-10/bmj-scl100411,Smoking could lead to 40 million excess tuberculosis deaths by 2050
2011-10/bmj-sr1101011,Study reveals 15-year increase in life expectancy for people with HIV in UK
2011-10/cums-fas101211,Folic acid supplements in early pregnancy may reduce the risk of severe language delay in children
2011-10/cums-fpw101811,For patients with both HIV and tuberculosis the timing of drug therapies is critical
2011-10/dai-maa101011,Malnutrition as a secondary symptom
2011-10/e-fro101911,First report of increased safety using simultaneous techniques for cardiac testing published
2011-10/e-ncs103111,Noninvasive current stimulation improves sight in patients with optic nerve damage
2011-10/ghri-cdf101011,Chronic dialysis for kidney disease patients now started substantially earlier
2011-10/jhmi-imm100511,Invasive melanoma may be more likely in children than adults
2011-10/kki-nfv100411,New findings validate the accuracy of autism diagnosis in children with Down syndrome
2011-10/mu-eyg100611,"Eating your greens can change the effect of your genes on heart disease, say researchers"
2011-10/nci-nss100611,NIH-funded study shows increased prostate cancer risk from vitamin E supplements
2011-10/nci-wet100411,Women exposed to diethylstilbestrol in the womb face increased cancer risk
2011-10/sfhe-srw100311,Study: Residential washers may not kill hospital-acquired bacteria
2011-10/sumc-hef101411,"Halo effect: Family members of gastric-bypass patients also lose weight, Stanford study finds"
2011-10/tes-efc101111,Experts find continuous glucose monitoring beneficial in maintaining target blood glucose levels
2011-10/tes-shm093011,Stress hormones may increase cardiovascular risks for shift workers
2011-10/tpco-fpi101211,Falls prevention in Parkinson's disease
2011-10/tuhs-grp102511,Gene regulatory protein is reduced in bipolar disorder
2011-10/uob-ofa101711,Omega-3 fatty acids shown to prevent or slow progression of osteoarthritis
2011-10/uoc--cts102611,Clinical trial shows first evidence that anal cancer is preventable
2011-10/uoc-mpw101411,Moving poor women to lower-poverty neighborhoods improves their health
2011-10/uol-hha101811,Hospital heart attack death rates improving but very elderly still missing out
2011-10/uol-ppm100311,Pale people may need vitamin D supplements
2011-10/uom-afc101911,Autistic facial characteristics identified
2011-10/uomh-itm101411,Imaging technology might help doctors determine best treatment for Crohn's disease patients
2011-10/uota-cdm100611,"Chagas disease may be a threat in South Texas, says researcher"
2011-10/usmc-btc102111,"Blood test could identify smokers at higher risk for heart disease, UT Southwestern researchers find"
2011-10/w-hhi101411,Heart health impacts wellbeing of patients with chronic obstructive pulmonary disease
2011-10/w-hts102711,Hospital team significantly reduced risk of  further vascular events after 'mini strokes'
2011-10/w-ows101911,Older women still suffer from hot flushes and night sweats years after the menopause finds study
2011-10/w-tga102611,Teenage girls and senior students suffered highest levels of PTSD after major earthquake
2011-10/wfbm-bam102611,Bedside assessment may provide better outcomes for older cancer patients
2011-10/wfbm-lia102711,Less invasive anesthetic methods better for endovascular aneurysm repair
2011-11/aha-eo110711,Effects of 'mini stroke' can shorten life expectancy
2011-11/bmj-dbg110111,"Disco beat good for CPR, but time to throw in the towel on musical aids"
2011-11/cwru-ltf110911,"Lose the fat and improve the gums, CWRU dental researchers find"
2011-11/du-hsc110711,Hospital safety climate linked to both patient and nurse injuries: Drexel study
2011-11/jhmi-rst112311,Researchers surprised to find fatty liver disease poses no excess risk for death
2011-11/jotn-cca110211,Concurrent chemo and radiation confers survival benefit in nasopharyngeal carcinoma patients
2011-11/msu-mfb111011,"More fiber, but not necessarily less fat, good for teen diets"
2011-11/plos-hfm110911,Hope for more options in couples where one partner is HIV positive
2011-11/plos-idu111411,Illegal drug use is associated with abnormal weight in teens
2011-11/sonm-mrt110111,More radionuclide therapy is better for prostate cancer patients
2011-11/tes-dfm110811,Dairy foods may improve bone health during diet and exercise in overweight premenopausal women
2011-11/uoc--nds110111,New drug shows promise against multiple sclerosis
2011-11/uoc--wfc110711,"Woodsmoke from cooking fires linked to pneumonia, cognitive impacts"
2011-11/uoca-aki110111,Acute kidney injury in hospitalized diabetic patients linked to chronic kidney disease
2011-11/uol-nrc110811,New research calls for lower limit to be set for South Asian obesity level
2011-11/uol-wfc111111,Woodsmoke from cooking fires linked to pneumonia
2011-11/uom-ffp110911,"Former football players prone to late-life health problems, MU study finds"
2011-11/uomh-ada112111,American Diabetes Association's preferred testing method fails to identify kids with diabetes
2011-11/w-mln110311,Most lupus nephritis patients with end-stage renal disease opt for hemodialysis therapy
